city,population,lat,lon,region_name,federal_district
Алейск,29.0,52.4922513,82.7793606,Алтайский край,Сибирский
Барнаул,632.4,53.3479968,83.7798064,Алтайский край,Сибирский
Белокуриха,15.2,51.996152,84.9839604,Алтайский край,Сибирский
Бийск,199.5,52.5393864,85.2138453,Алтайский край,Сибирский
Горняк,12.3,50.9979622,81.4643358,Алтайский край,Сибирский
Заринск,45.9,53.7063476,84.9315081,Алтайский край,Сибирский
Змеиногорск,10.2,51.1581094,82.1872547,Алтайский край,Сибирский
Камень-на-Оби,40.5,53.7913974,81.3545053,Алтайский край,Сибирский
Новоалтайск,74.6,53.4119759,83.9311069,Алтайский край,Сибирский
Рубцовск,141.6,51.5012067,81.2078695,Алтайский край,Сибирский
Славгород,29.1,52.999463,78.6459232,Алтайский край,Сибирский
Яровое,18.1,52.9252146,78.5729775,Алтайский край,Сибирский
Белогорск,65.3,50.9213415,128.4739471,Амурская область,Дальневосточный
Благовещенск,226.4,50.290659,127.527198,Амурская область,Дальневосточный
Завитинск,10.2,50.1064111,129.4391813,Амурская область,Дальневосточный
Зея,23.0,53.7340088,127.265787,Амурская область,Дальневосточный
Райчихинск,16.8,49.7941615,129.4112492,Амурская область,Дальневосточный
Свободный,54.0,51.3614103,128.1219729,Амурская область,Дальневосточный
Сковородино,8.9,53.9871095,123.9437205,Амурская область,Дальневосточный
Тында,33.2,55.1546441,124.7468904,Амурская область,Дальневосточный
Циолковский,7.2,51.762481,128.1219846,Амурская область,Дальневосточный
Шимановск,18.6,52.0051886,127.7005458,Амурская область,Дальневосточный
Архангельск,347.0,64.5394289,40.5169606,Архангельская область,Северо-Западный
Вельск,22.3,61.066,42.1032789,Архангельская область,Северо-Западный
Каргополь,10.0,61.5009724,38.9636966,Архангельская область,Северо-Западный
Коряжма,35.7,61.2885948,47.1003015,Архангельская область,Северо-Западный
Котлас,62.0,61.2528972,46.633242,Архангельская область,Северо-Западный
Мезень,3.2,65.8398078,44.2532273,Архангельская область,Северо-Западный
Мирный,32.9,62.7645265,40.3360076,Архангельская область,Северо-Западный
Нарьян-Мар,25.1,67.63777777777779,53.00666666666667,Архангельская область,Северо-Западный
Новодвинск,37.7,64.4136851,40.8208143,Архангельская область,Северо-Западный
Няндома,19.1,61.6654674,40.2062947,Архангельская область,Северо-Западный
Онега,18.5,63.9162928,38.0805031,Архангельская область,Северо-Западный
Северодвинск,182.0,64.5625385,39.8180934,Архангельская область,Северо-Западный
Сольвычегодск,1.9,61.3319616,46.920441,Архангельская область,Северо-Западный
Шенкурск,4.7,62.1057272,42.8996973,Архангельская область,Северо-Западный
Астрахань,529.8,46.3655652,48.0559236,Астраханская область,Южный
Ахтубинск,36.5,48.2752034,46.1906462,Астраханская область,Южный
Знаменск,26.7,48.5866291,45.7368019,Астраханская область,Южный
Камызяк,15.7,46.110579,48.07333,Астраханская область,Южный
Нариманов,10.8,46.6916565,47.8502476,Астраханская область,Южный
Харабали,17.5,47.408999,47.2525345,Астраханская область,Южный
Алексеевка,37.8,50.6299647,38.6880342,Белгородская область,Центральный
Белгород,394.1,50.5976472,36.5856652,Белгородская область,Центральный
Бирюч,7.5,50.6484585,38.4005083,Белгородская область,Центральный
Валуйки,34.2,50.2111207,38.0998772,Белгородская область,Центральный
Грайворон,6.5,50.4862958,35.6663877,Белгородская область,Центральный
Губкин,86.2,51.2837123,37.5347759,Белгородская область,Центральный
Короча,5.8,50.8129041,37.1896436,Белгородская область,Центральный
Новый Оскол,18.5,50.7633747,37.8775484,Белгородская область,Центральный
Старый Оскол,223.9,51.2967101,37.8350182,Белгородская область,Центральный
Строитель,24.1,50.7845099,36.4887648,Белгородская область,Центральный
Шебекино,40.9,50.4004883,36.8877889,Белгородская область,Центральный
Брянск,402.7,53.2419535,34.3652146,Брянская область,Центральный
Дятьково,26.2,53.5958178,34.3551812,Брянская область,Центральный
Жуковка,16.4,53.5340397,33.7302579,Брянская область,Центральный
Злынка,5.3,52.4267015,31.7360399,Брянская область,Центральный
Карачев,17.2,53.1296524,34.9888727,Брянская область,Центральный
Клинцы,63.0,52.7529119,32.233911,Брянская область,Центральный
Мглин,7.1,53.0599771,32.8468129,Брянская область,Центральный
Новозыбков,39.5,52.537173,31.9357991,Брянская область,Центральный
Почеп,16.4,52.9154851,33.4744058,Брянская область,Центральный
Севск,6.6,52.1483358,34.4918415,Брянская область,Центральный
Сельцо,16.4,53.3739884,34.1059172,Брянская область,Центральный
Стародуб,18.2,52.5852257,32.760403,Брянская область,Центральный
Сураж,10.7,53.0170888,32.3938878,Брянская область,Центральный
Трубчевск,13.6,52.5791734,33.7660547,Брянская область,Центральный
Унеча,22.8,52.8461199,32.6757629,Брянская область,Центральный
Фокино,12.8,53.4554145,34.4159238,Брянская область,Центральный
Александров,57.9,56.391819,38.7111123,Владимирская область,Центральный
Владимир,356.9,56.1280804,40.4084376,Владимирская область,Центральный
Вязники,34.5,56.29773,42.2687398,Владимирская область,Центральный
Гороховец,12.6,56.2021036,42.6926111,Владимирская область,Центральный
Гусь-Хрустальный,52.8,55.6198751,40.6579929,Владимирская область,Центральный
Камешково,12.0,56.3490152,40.9955183,Владимирская область,Центральный
Карабаново,14.9,56.3131822,38.7034257,Владимирская область,Центральный
Киржач,26.7,56.1486863,38.8635701,Владимирская область,Центральный
Ковров,135.7,56.3554349,41.3170576,Владимирская область,Центральный
Кольчугино,42.0,56.3327254,39.391336,Владимирская область,Центральный
Костерево,8.1,55.9337222,39.6247398,Владимирская область,Центральный
Курлово,5.8,55.452698,40.6124108,Владимирская область,Центральный
Лакинск,14.1,56.0180587,39.956551,Владимирская область,Центральный
Меленки,13.5,55.3387515,41.6340046,Владимирская область,Центральный
Муром,107.0,55.5630311,42.0231362,Владимирская область,Центральный
Петушки,12.5,55.9298134,39.4508075,Владимирская область,Центральный
Покров,16.7,55.9166398,39.1734526,Владимирская область,Центральный
Радужный,18.3,55.9960277,40.3321855,Владимирская область,Центральный
Собинка,17.3,55.9939169,40.0179653,Владимирская область,Центральный
Струнино,12.9,56.3749967,38.5839667,Владимирская область,Центральный
Судогда,10.1,55.9498056,40.8562939,Владимирская область,Центральный
Суздаль,9.6,56.4274441,40.4525692,Владимирская область,Центральный
Юрьев-Польский,18.1,56.4937757,39.6680539,Владимирская область,Центральный
Волгоград,1009.0,48.7070042,44.5170339,Волгоградская область,Южный
Волжский,323.9,48.7978209,44.7462538,Волгоградская область,Южный
Дубовка,13.7,49.0554742,44.8270085,Волгоградская область,Южный
Жирновск,15.5,50.9768814,44.7858202,Волгоградская область,Южный
Калач-на-Дону,23.6,48.6889024,43.5306303,Волгоградская область,Южный
Камышин,109.9,50.0651529,45.3844202,Волгоградская область,Южный
Котельниково,20.4,47.6310259,43.1330872,Волгоградская область,Южный
Котово,21.4,50.3205766,44.8030699,Волгоградская область,Южный
Краснослободск,17.1,48.7068721,44.5630857,Волгоградская область,Южный
Ленинск,14.4,48.6936061,45.1992692,Волгоградская область,Южный
Михайловка,57.4,50.0708719,43.2401512,Волгоградская область,Южный
Николаевск,13.4,50.0165306,45.4731658,Волгоградская область,Южный
Новоаннинский,15.9,50.5296067,42.6666439,Волгоградская область,Южный
Палласовка,14.5,50.0500944,46.8804277,Волгоградская область,Южный
Петров Вал,12.4,50.1380557,45.20914,Волгоградская область,Южный
Серафимович,8.6,49.5663183,42.7360402,Волгоградская область,Южный
Суровикино,18.2,48.618917,42.8541163,Волгоградская область,Южный
Урюпинск,36.7,50.7903789,42.0288513,Волгоградская область,Южный
Фролово,36.2,49.7649148,43.6648641,Волгоградская область,Южный
Бабаево,11.4,59.3892583,35.9377058,Вологодская область,Северо-Западный
Белозерск,8.6,60.0308381,37.7890586,Вологодская область,Северо-Западный
Великий Устюг,31.0,60.7603913,46.3054414,Вологодская область,Северо-Западный
Вологда,310.3,59.2483905,39.8355662,Вологодская область,Северо-Западный
Вытегра,10.2,61.0063465,36.4495137,Вологодская область,Северо-Западный
Грязовец,14.8,58.8757553,40.2485362,Вологодская область,Северо-Западный
Кадников,4.5,59.5037764,40.3441148,Вологодская область,Северо-Западный
Кириллов,7.5,59.8591523,38.3748782,Вологодская область,Северо-Западный
Красавино,5.9,60.9612823,46.4814116,Вологодская область,Северо-Западный
Никольск,7.9,59.5351837,45.4576137,Вологодская область,Северо-Западный
Сокол,36.4,59.4758605,40.1114187,Вологодская область,Северо-Западный
Тотьма,9.7,59.9734998,42.7589506,Вологодская область,Северо-Западный
Устюжна,8.4,58.8383117,36.4425478,Вологодская область,Северо-Западный
Харовск,8.8,59.9479423,40.2000298,Вологодская область,Северо-Западный
Череповец,314.8,59.1269212,37.9090497,Вологодская область,Северо-Западный
Бобров,20.0,51.0901649,40.0318256,Воронежская область,Центральный
Богучар,11.0,49.9352454,40.5590801,Воронежская область,Центральный
Борисоглебск,59.9,51.3655754,42.1008334,Воронежская область,Центральный
Бутурлиновка,24.0,50.8311818,40.5976923,Воронежская область,Центральный
Воронеж,1058.3,51.6593332,39.1969229,Воронежская область,Центральный
Калач,18.2,50.4242134,41.0162014,Воронежская область,Центральный
Лиски,53.5,50.9945626,39.5184909,Воронежская область,Центральный
Нововоронеж,31.5,51.3091524,39.2162843,Воронежская область,Центральный
Новохоперск,5.9,51.0952211,41.6173404,Воронежская область,Центральный
Острогожск,31.8,50.8677905,39.0407746,Воронежская область,Центральный
Павловск,24.5,50.453455,40.136874,Воронежская область,Центральный
Поворино,16.7,51.1954419,42.2472726,Воронежская область,Центральный
Россошь,62.6,50.1701949,39.6226965,Воронежская область,Центральный
Семилуки,27.0,51.6951644,39.0190454,Воронежская область,Центральный
Эртиль,10.1,51.830932,40.8074182,Воронежская область,Центральный
Биробиджан,71.8,48.7946446,132.9217207,Еврейская автономная область,Дальневосточный
Облучье,8.4,49.0189345,131.0540102,Еврейская автономная область,Дальневосточный
Балей,10.7,51.5823759,116.6379549,Забайкальский край,Дальневосточный
Борзя,29.2,50.3876058,116.5234779,Забайкальский край,Дальневосточный
Краснокаменск,51.4,50.0929703,118.0323936,Забайкальский край,Дальневосточный
Могоча,13.0,53.7361398,119.7660867,Забайкальский край,Дальневосточный
Нерчинск,14.7,51.9594977,116.5852383,Забайкальский край,Дальневосточный
Петровск-Забайкальский,15.8,51.2748592,108.846681,Забайкальский край,Дальневосточный
Сретенск,6.4,52.2461454,117.7117842,Забайкальский край,Дальневосточный
Хилок,10.3,51.3634856,110.4590898,Забайкальский край,Дальневосточный
Чита,351.8,52.0340142,113.4994,Забайкальский край,Дальневосточный
Шилка,12.5,51.8497035,116.0334461,Забайкальский край,Дальневосточный
Вичуга,33.3,57.2044698,41.9132201,Ивановская область,Центральный
Гаврилов Посад,5.6,56.5586946,40.1228906,Ивановская область,Центральный
Заволжск,9.6,57.4918141,42.1375625,Ивановская область,Центральный
Иваново,404.6,56.9993792,40.9728272,Ивановская область,Центральный
Кинешма,81.0,57.4425463,42.168914,Ивановская область,Центральный
Комсомольск,8.0,57.0273052,40.3776851,Ивановская область,Центральный
Кохма,30.2,56.9324606,41.0931657,Ивановская область,Центральный
Наволоки,9.1,57.4679066,41.9608002,Ивановская область,Центральный
Плес,1.7,57.4606031,41.5122672,Ивановская область,Центральный
Приволжск,15.3,57.3805743,41.2808565,Ивановская область,Центральный
Пучеж,6.3,56.9820688,43.1683321,Ивановская область,Центральный
Родники,23.9,57.1025975,41.7298834,Ивановская область,Центральный
Тейково,31.8,56.8542719,40.5353874,Ивановская область,Центральный
Фурманов,33.2,57.2539276,41.1054432,Ивановская область,Центральный
Шуя,57.0,56.8560234,41.3800939,Ивановская область,Центральный
Южа,12.2,56.5926877,42.0458099,Ивановская область,Центральный
Юрьевец,7.9,57.3177781,43.1110401,Ивановская область,Центральный
Алзамай,5.7,55.5551233,98.6643699,Иркутская область,Сибирский
Ангарск,224.6,52.544879,103.888543,Иркутская область,Сибирский
Байкальск,12.5,51.5230393,104.1487532,Иркутская область,Сибирский
Бирюсинск,8.4,55.9609167,97.8205348,Иркутская область,Сибирский
Бодайбо,12.0,57.8468636,114.1866287,Иркутская область,Сибирский
Братск,226.3,56.1513108,101.6340035,Иркутская область,Сибирский
Вихоревка,20.8,56.1208145,101.1702926,Иркутская область,Сибирский
Железногорск-Илимский,22.9,56.5847888,104.114275,Иркутская область,Сибирский
Зима,30.5,53.920693,102.0491772,Иркутская область,Сибирский
Иркутск,623.6,52.2864036,104.2807466,Иркутская область,Сибирский
Киренск,11.0,57.7756595,108.1109412,Иркутская область,Сибирский
Нижнеудинск,33.6,54.8968931,99.0314056,Иркутская область,Сибирский
Саянск,38.8,54.1107238,102.18015,Иркутская область,Сибирский
Свирск,12.7,53.0842668,103.3364093,Иркутская область,Сибирский
Слюдянка,18.2,51.6563983,103.7187545,Иркутская область,Сибирский
Тайшет,32.7,55.9405334,98.0030145,Иркутская область,Сибирский
Тулун,39.7,54.557162,100.5780603,Иркутская область,Сибирский
Усолье-Сибирское,76.0,52.7565808,103.6388109,Иркутская область,Сибирский
Усть-Илимск,80.4,57.9430504,102.7415734,Иркутская область,Сибирский
Усть-Кут,40.8,56.7928178,105.7757343,Иркутская область,Сибирский
Черемхово,50.1,53.1369095,103.0901268,Иркутская область,Сибирский
Шелехов,48.4,52.2102538,104.0973294,Иркутская область,Сибирский
Баксан,38.5,43.6819137,43.5345036,Кабардино-Балкарская Республика,Северо-Кавказский
Майский,26.7,43.6281516,44.0517314,Кабардино-Балкарская Республика,Северо-Кавказский
Нальчик,239.6,43.4845464,43.60713,Кабардино-Балкарская Республика,Северо-Кавказский
Нарткала,30.6,43.5578075,43.8575925,Кабардино-Балкарская Республика,Северо-Кавказский
Прохладный,58.2,43.7589602,44.0102409,Кабардино-Балкарская Республика,Северо-Кавказский
Терек,19.5,43.4839358,44.1402161,Кабардино-Балкарская Республика,Северо-Кавказский
Тырныауз,20.6,43.3981585,42.9213582,Кабардино-Балкарская Республика,Северо-Кавказский
Чегем,18.4,43.5671525,43.5865792,Кабардино-Балкарская Республика,Северо-Кавказский
Багратионовск,6.4,54.3866518,20.6418091,Калининградская область,Северо-Западный
Балтийск,33.7,54.6513372,19.9140572,Калининградская область,Северо-Западный
Гвардейск,13.3,54.6588378,21.0501388,Калининградская область,Северо-Западный
Гурьевск,19.3,54.770638,20.6039767,Калининградская область,Северо-Западный
Гусев,28.5,54.5915455,22.1942445,Калининградская область,Северо-Западный
Зеленоградск,16.5,54.9600185,20.4753652,Калининградская область,Северо-Западный
Калининград,489.3,54.7074702,20.5073241,Калининградская область,Северо-Западный
Краснознаменск,3.1,54.9453423,22.4928745,Калининградская область,Северо-Западный
Ладушкин,3.9,54.5692156,20.1690153,Калининградская область,Северо-Западный
Мамоново,8.0,54.4646036,19.9453482,Калининградская область,Северо-Западный
Неман,10.8,55.0316524,22.0324064,Калининградская область,Северо-Западный
Нестеров,3.9,54.6313814,22.5713736,Калининградская область,Северо-Западный
Озерск,3.8,54.4084705,22.0134438,Калининградская область,Северо-Западный
Пионерский,12.2,54.9516574,20.2277424,Калининградская область,Северо-Западный
Полесск,6.9,54.8625126,21.0998067,Калининградская область,Северо-Западный
Правдинск,4.0,54.4430986,21.0085269,Калининградская область,Северо-Западный
Приморск,1.9,54.7311437,19.9981926,Калининградская область,Северо-Западный
Светлогорск,15.2,54.9439286,20.1514295,Калининградская область,Северо-Западный
Светлый,21.6,54.6772897,20.1357595,Калининградская область,Северо-Западный
Славск,4.0,55.0449714,21.6742367,Калининградская область,Северо-Западный
Советск,39.0,55.0809336,21.8886106,Калининградская область,Северо-Западный
Черняховск,35.4,54.6244751,21.7969062,Калининградская область,Северо-Западный
Балабаново,25.6,55.1773714,36.6566951,Калужская область,Центральный
Белоусово,10.2,55.0956803,36.677629,Калужская область,Центральный
Боровск,10.3,55.2130096,36.4926251,Калужская область,Центральный
Ермолино,10.1,55.1971758,36.5952722,Калужская область,Центральный
Жиздра,5.4,53.7521926,34.7386592,Калужская область,Центральный
Жуков,13.7,55.0301833,36.7394903,Калужская область,Центральный
Калуга,332.0,54.5059848,36.2516245,Калужская область,Центральный
Киров,29.9,54.0790111,34.3076201,Калужская область,Центральный
Козельск,16.4,54.0347201,35.780768,Калужская область,Центральный
Кондрово,14.6,54.7959473,35.9274842,Калужская область,Центральный
Кременки,10.3,54.8862447,37.1168701,Калужская область,Центральный
Людиново,37.3,53.8700828,34.4385915,Калужская область,Центральный
Малоярославец,27.8,55.0177123,36.4633603,Калужская область,Центральный
Медынь,8.2,54.9689785,35.8872168,Калужская область,Центральный
Мещовск,3.8,54.3191471,35.2816918,Калужская область,Центральный
Мосальск,4.2,54.4824939,34.9872239,Калужская область,Центральный
Обнинск,117.4,55.0943144,36.6121639,Калужская область,Центральный
Сосенский,10.4,54.0566016,35.9621646,Калужская область,Центральный
Спас-Деменск,4.3,54.409922,34.0189631,Калужская область,Центральный
Сухиничи,14.8,54.097296,35.3443568,Калужская область,Центральный
Таруса,9.2,54.7236477,37.1671,Калужская область,Центральный
Юхнов,5.8,54.7446445,35.2424346,Калужская область,Центральный
Вилючинск,22.2,52.9302415,158.4057632,Камчатский край,Дальневосточный
Елизово,39.3,53.1830375,158.3883548,Камчатский край,Дальневосточный
Петропавловск-Камчатский,179.6,53.036908,158.6559254,Камчатский край,Дальневосточный
Карачаевск,20.8,43.7732525,41.9143472,Карачаево-Черкесская Республика,Северо-Кавказский
Теберда,8.6,43.4437731,41.7415142,Карачаево-Черкесская Республика,Северо-Кавказский
Усть-Джегута,30.6,44.0838442,41.9711046,Карачаево-Черкесская Республика,Северо-Кавказский
Черкесск,123.2,44.2269425,42.0466704,Карачаево-Черкесская Республика,Северо-Кавказский
Анжеро-Судженск,68.1,56.0786281,86.0201278,Кемеровская область - Кузбасс,Сибирский
Белово,71.2,54.4220968,86.3037373,Кемеровская область - Кузбасс,Сибирский
Березовский,45.6,55.6693513,86.2744459,Кемеровская область - Кузбасс,Сибирский
Гурьевск,22.4,54.2859263,85.9475985,Кемеровская область - Кузбасс,Сибирский
Калтан,20.4,53.5210919,87.2771636,Кемеровская область - Кузбасс,Сибирский
Кемерово,556.4,55.3910651,86.0467781,Кемеровская область - Кузбасс,Сибирский
Киселевск,86.6,54.0059999,86.6366116,Кемеровская область - Кузбасс,Сибирский
Ленинск-Кузнецкий,94.4,54.6674492,86.1797324,Кемеровская область - Кузбасс,Сибирский
Мариинск,37.9,56.2127383,87.7454924,Кемеровская область - Кузбасс,Сибирский
Междуреченск,96.3,53.6865289,88.0702754,Кемеровская область - Кузбасс,Сибирский
Мыски,40.8,53.7125695,87.8055646,Кемеровская область - Кузбасс,Сибирский
Новокузнецк,549.4,53.794315,87.2142745,Кемеровская область - Кузбасс,Сибирский
Осинники,41.7,53.5988055,87.3371272,Кемеровская область - Кузбасс,Сибирский
Полысаево,25.9,54.6055,86.2809208,Кемеровская область - Кузбасс,Сибирский
Прокопьевск,190.3,53.8604265,86.7183577,Кемеровская область - Кузбасс,Сибирский
Салаир,7.3,54.2351735,85.8030733,Кемеровская область - Кузбасс,Сибирский
Тайга,23.1,56.0622131,85.6207182,Кемеровская область - Кузбасс,Сибирский
Таштагол,22.9,52.759313,87.8476546,Кемеровская область - Кузбасс,Сибирский
Топки,27.8,55.2764707,85.6152619,Кемеровская область - Кузбасс,Сибирский
Юрга,80.8,55.7202694,84.8886399,Кемеровская область - Кузбасс,Сибирский
Белая Холуница,10.1,58.8415239,50.8460699,Кировская область,Приволжский
Вятские Поляны,31.9,56.2284817,51.0614855,Кировская область,Приволжский
Зуевка,10.2,58.4032152,51.1331606,Кировская область,Приволжский
Киров,518.3,58.6035264,49.6679304,Кировская область,Приволжский
Кирово-Чепецк,69.8,58.5559424,50.0316848,Кировская область,Приволжский
Кирс,9.2,59.340056,52.2414437,Кировская область,Приволжский
Котельнич,22.9,58.3034832,48.3475597,Кировская область,Приволжский
Луза,9.9,60.6290609,47.2612445,Кировская область,Приволжский
Малмыж,7.2,56.5243844,50.6782739,Кировская область,Приволжский
Мураши,5.9,59.3955383,48.9638417,Кировская область,Приволжский
Нолинск,9.6,57.5597284,49.93575,Кировская область,Приволжский
Омутнинск,21.6,58.6698913,52.1894564,Кировская область,Приволжский
Орлов,6.4,58.5389776,48.8927723,Кировская область,Приволжский
Слободской,31.9,58.7311574,50.1669249,Кировская область,Приволжский
Советск,15.2,57.584196,48.9590272,Кировская область,Приволжский
Сосновка,10.7,56.2532741,51.2833642,Кировская область,Приволжский
Уржум,9.8,57.1097477,50.0058097,Кировская область,Приволжский
Яранск,15.5,57.3040326,47.8478737,Кировская область,Приволжский
Буй,23.2,58.4733277,41.5306822,Костромская область,Центральный
Волгореченск,16.3,57.4424559,41.1594201,Костромская область,Центральный
Галич,16.8,58.3828191,42.3654013,Костромская область,Центральный
Кологрив,2.9,58.8269323,44.3184927,Костромская область,Центральный
Кострома,276.9,57.768,40.927,Костромская область,Центральный
Макарьев,6.4,57.8807152,43.8014197,Костромская область,Центральный
Мантурово,15.0,58.3265441,44.757494,Костромская область,Центральный
Нерехта,20.9,57.4543369,40.5723598,Костромская область,Центральный
Нея,8.6,58.2943349,43.8780948,Костромская область,Центральный
Солигалич,5.9,59.0784867,42.2878423,Костромская область,Центральный
Чухлома,4.9,58.753421,42.6884958,Костромская область,Центральный
Шарья,23.5,58.3760542,45.4062414,Костромская область,Центральный
Абинск,39.1,44.8679655,38.1618157,Краснодарский край,Южный
Анапа,88.9,44.8950433,37.3163282,Краснодарский край,Южный
Апшеронск,39.5,44.4584006,39.7299824,Краснодарский край,Южный
Армавир,189.0,45.0012149,41.1324168,Краснодарский край,Южный
Белореченск,51.6,44.7651876,39.8781494,Краснодарский край,Южный
Геленджик,76.8,44.5630007,38.0790852,Краснодарский край,Южный
Горячий Ключ,40.3,44.6344864,39.1354738,Краснодарский край,Южный
Гулькевичи,34.3,45.3605121,40.6918389,Краснодарский край,Южный
Ейск,83.1,46.71157,38.2763895,Краснодарский край,Южный
Кореновск,42.4,45.4641703,39.458949,Краснодарский край,Южный
Краснодар,932.6,45.0401604,38.9759647,Краснодарский край,Южный
Кропоткин,77.7,45.4333007,40.5727951,Краснодарский край,Южный
Крымск,57.9,44.9344404,37.9855795,Краснодарский край,Южный
Курганинск,48.2,44.8877025,40.5913245,Краснодарский край,Южный
Лабинск,59.3,44.6354363,40.7245341,Краснодарский край,Южный
Новокубанск,35.2,45.1038699,41.0475175,Краснодарский край,Южный
Новороссийск,275.0,44.7235026,37.7686135,Краснодарский край,Южный
Приморско-Ахтарск,32.3,46.0515432,38.1704875,Краснодарский край,Южный
Славянск-на-Кубани,67.9,45.2603626,38.1259774,Краснодарский край,Южный
Сочи,443.6,43.5854551,39.7231548,Краснодарский край,Южный
Темрюк,41.4,45.2610949,37.4454412,Краснодарский край,Южный
Тимашевск,50.8,45.615923,38.9351837,Краснодарский край,Южный
Тихорецк,57.1,45.8546345,40.1260267,Краснодарский край,Южный
Туапсе,61.2,44.1105335,39.0824904,Краснодарский край,Южный
Усть-Лабинск,39.5,45.2227359,39.6929577,Краснодарский край,Южный
Хадыженск,22.2,44.4122963,39.5320258,Краснодарский край,Южный
Артемовск,1.6,54.3473075,93.4358377,Красноярский край,Сибирский
Ачинск,105.5,56.253907,90.4794397,Красноярский край,Сибирский
Боготол,19.6,56.2098468,89.5299336,Красноярский край,Сибирский
Бородино,16.1,55.9054121,94.9020967,Красноярский край,Сибирский
Дивногорск,29.2,55.9576784,92.3800687,Красноярский край,Сибирский
Дудинка,20.8,69.4031364,86.1907218,Красноярский край,Сибирский
Енисейск,17.8,58.4485261,92.1651083,Красноярский край,Сибирский
Железногорск,82.6,56.2529035,93.532273,Красноярский край,Сибирский
Заозерный,10.2,55.9617752,94.7091491,Красноярский край,Сибирский
Зеленогорск,61.6,56.1131564,94.5888103,Красноярский край,Сибирский
Игарка,4.3,67.4666901,86.5812794,Красноярский край,Сибирский
Иланский,14.9,56.2374037,96.067267,Красноярский край,Сибирский
Канск,88.9,56.2051282,95.7051096,Красноярский край,Сибирский
Кодинск,15.7,58.6032644,99.1797962,Красноярский край,Сибирский
Красноярск,1093.8,56.0093879,92.8524806,Красноярский край,Сибирский
Лесосибирск,59.3,58.221681,92.5037872,Красноярский край,Сибирский
Минусинск,67.9,53.7104586,91.6872907,Красноярский край,Сибирский
Назарово,49.7,56.0113799,90.4168775,Красноярский край,Сибирский
Норильск,181.8,69.3489978,88.2009846,Красноярский край,Сибирский
Сосновоборск,41.1,56.1202647,93.3354121,Красноярский край,Сибирский
Ужур,15.3,55.3141969,89.8333918,Красноярский край,Сибирский
Уяр,11.9,55.8131263,94.3282601,Красноярский край,Сибирский
Шарыпово,36.7,55.5389739,89.1801044,Красноярский край,Сибирский
Далматово,12.2,56.262114,62.9387011,Курганская область,Уральский
Катайск,12.4,56.290809,62.5800359,Курганская область,Уральский
Курган,312.4,55.4443883,65.3161963,Курганская область,Уральский
Куртамыш,16.5,54.9368539,64.4203722,Курганская область,Уральский
Макушино,7.7,55.2153947,67.2451705,Курганская область,Уральский
Петухово,10.0,55.0650077,67.8873408,Курганская область,Уральский
Шадринск,74.7,56.0870344,63.6297182,Курганская область,Уральский
Шумиха,17.2,55.2280246,63.2901272,Курганская область,Уральский
Щучье,9.5,55.2087637,62.7478548,Курганская область,Уральский
Дмитриев-Льговский,6.3,52.1268464,35.0739038,Курская область,Центральный
Железногорск,100.4,52.3380202,35.3516867,Курская область,Центральный
Курск,453.0,51.7303637,36.1925603,Курская область,Центральный
Курчатов,38.1,51.6604083,35.6572224,Курская область,Центральный
Льгов,18.1,51.6597148,35.2612491,Курская область,Центральный
Обоянь,13.2,51.2119324,36.2755133,Курская область,Центральный
Рыльск,16.0,51.5681314,34.6802597,Курская область,Центральный
Суджа,5.6,51.1918927,35.2720915,Курская область,Центральный
Фатеж,6.1,52.0917728,35.8538706,Курская область,Центральный
Щигры,15.0,51.8786014,36.8910945,Курская область,Центральный
Бокситогорск,15.1,59.4734797,33.845688,Ленинградская область,Северо-Западный
Волосово,11.8,59.4445408,29.4923355,Ленинградская область,Северо-Западный
Волхов,44.3,59.9005958,32.3520756,Ленинградская область,Северо-Западный
Всеволожск,74.7,60.0191278,30.6456718,Ленинградская область,Северо-Западный
Выборг,75.4,60.7130801,28.7328336,Ленинградская область,Северо-Западный
Высоцк,1.1,60.6296236,28.5709314,Ленинградская область,Северо-Западный
Гатчина,91.7,59.565237,30.1282473,Ленинградская область,Северо-Западный
Ивангород,9.5,59.3766119,28.2231659,Ленинградская область,Северо-Западный
Каменногорск,6.3,60.950855,29.1308372,Ленинградская область,Северо-Западный
Кингисепп,45.2,59.3740435,28.6112444,Ленинградская область,Северо-Западный
Кириши,50.5,59.4742862,32.0624947,Ленинградская область,Северо-Западный
Кировск,26.9,59.8754216,30.981364,Ленинградская область,Северо-Западный
Коммунар,22.2,59.6215133,30.3934125,Ленинградская область,Северо-Западный
Кудрово,41.1,59.9075226,30.5121008,Ленинградская область,Северо-Западный
Лодейное Поле,19.0,60.7320936,33.5521022,Ленинградская область,Северо-Западный
Луга,34.6,58.7374031,29.8465776,Ленинградская область,Северо-Западный
Любань,4.4,59.3493847,31.2484801,Ленинградская область,Северо-Западный
Мурино,64.9,60.044862,30.4571456,Ленинградская область,Северо-Западный
Никольское,22.4,59.7043309,30.7874571,Ленинградская область,Северо-Западный
Новая Ладога,8.0,60.1100135,32.3141203,Ленинградская область,Северо-Западный
Отрадное,25.8,59.7726848,30.7988557,Ленинградская область,Северо-Западный
Пикалево,19.7,59.5132022,34.1772776,Ленинградская область,Северо-Западный
Подпорожье,16.7,60.9127549,34.1567664,Ленинградская область,Северо-Западный
Приморск,5.6,60.3660209,28.6135772,Ленинградская область,Северо-Западный
